Experiment,Year,SampleID,FrogID,Block,Exp.Block,Date,Day,DayOfExpo,TimeSinceExposure,AccTemp,PerfTemp,AccInc,PerfInc,LnSwabBd,LnFilterBd,TotalTime.min,TotalVolumeFiltered.mL,Notes
2021.IndInf,21,01_08/09,1,A,21.A,44417,-8,-7,-1,20,20,7,4,0,,,,
2021.IndInf,21,01_08/17,1,A,21.A,44425,0,-7,7,20,20,7,4,0,,,,
2021.IndInf,21,01_08/24,1,A,21.A,44432,7,-7,14,20,20,7,4,0,,,,
2021.IndInf,21,01_09/07,1,A,21.A,44446,21,-7,28,20,20,7,4,0,,,,
2021.IndInf,21,01_09/14,1,A,21.A,44453,28,-7,35,20,20,7,4,0,,,,
2021.IndInf,21,01_09/21,1,A,21.A,44460,35,-7,42,20,20,7,4,0,,,,
2021.IndInf,21,02_08/23,2,A,21.A,44431,6,7,-1,10,10,4,6,0,,,,
2021.IndInf,21,02_08/31,2,A,21.A,44439,14,7,7,10,10,4,6,6.503621073,,,,
2021.IndInf,21,02_09/07,2,A,21.A,44446,21,7,14,10,10,4,6,5.232967809,,,,
2021.IndInf,21,02_09/14,2,A,21.A,44453,28,7,21,10,10,4,6,7.729954032,,,,
2021.IndInf,21,02_09/21,2,A,21.A,44460,35,7,28,10,10,4,6,0,,,,
2021.IndInf,21,03_08/16,3,A,21.A,44424,-1,0,-1,20,20,7,7,0,,,,
2021.IndInf,21,03_08/24,3,A,21.A,44432,7,0,7,20,20,7,7,0,,,,
2021.IndInf,21,03_09/07,3,A,21.A,44446,21,0,21,20,20,7,7,0,,,,
2021.IndInf,21,03_09/14,3,A,21.A,44453,28,0,28,20,20,7,7,0,,,,
2021.IndInf,21,03_09/21,3,A,21.A,44460,35,0,35,20,20,7,7,0,,,,
2021.IndInf,21,04_08/16,4,A,21.A,44424,-1,0,-1,10,15,1,5,0,,,,
2021.IndInf,21,04_08/24,4,A,21.A,44432,7,0,7,10,15,1,5,0,,,,
2021.IndInf,21,04_08/31,4,A,21.A,44439,14,0,14,10,15,1,5,0,,,,
2021.IndInf,21,04_09/07,4,A,21.A,44446,21,0,21,10,15,1,5,0,,,,
2021.IndInf,21,04_09/14,4,A,21.A,44453,28,0,28,10,15,1,5,1.691779997,,,,
2021.IndInf,21,04_09/21,4,A,21.A,44460,35,0,35,10,15,1,5,0,,,,
2021.IndInf,21,05_09/07,5,A,21.A,44446,21,7,14,10,20,7,4,0,,,,
2021.IndInf,21,05_09/14,5,A,21.A,44453,28,7,21,10,20,7,4,0,,,,
2021.IndInf,21,05_09/21,5,A,21.A,44460,35,7,28,10,20,7,4,0,,,,
2021.IndInf,21,06_08/09,6,A,21.A,44417,-8,-7,-1,10,20,6,7,0,,,,
2021.IndInf,21,06_08/17,6,A,21.A,44425,0,-7,7,10,20,6,7,6.519355202,,,,
2021.IndInf,21,06_08/24,6,A,21.A,44432,7,-7,14,10,20,6,7,0,,,,
2021.IndInf,21,06_08/31,6,A,21.A,44439,14,-7,21,10,20,6,7,0,,,,
2021.IndInf,21,06_09/07,6,A,21.A,44446,21,-7,28,10,20,6,7,0,,,,
2021.IndInf,21,06_09/14,6,A,21.A,44453,28,-7,35,10,20,6,7,0,,,,
2021.IndInf,21,06_09/21,6,A,21.A,44460,35,-7,42,10,20,6,7,0,,,,
2021.IndInf,21,07_08/23,7,A,21.A,44431,6,7,-1,20,10,1,1,0,,,,
2021.IndInf,21,07_08/31,7,A,21.A,44439,14,7,7,20,10,1,1,2.393529521,,,,
2021.IndInf,21,07_09/07,7,A,21.A,44446,21,7,14,20,10,1,1,5.819098614,,,,
2021.IndInf,21,07_09/14,7,A,21.A,44453,28,7,21,20,10,1,1,0,,,,
2021.IndInf,21,07_09/21,7,A,21.A,44460,35,7,28,20,10,1,1,0.860740113,,,,
2021.IndInf,21,08_08/09,8,A,21.A,44417,-8,-7,-1,10,10,1,1,0,,,,
2021.IndInf,21,08_08/17,8,A,21.A,44425,0,-7,7,10,10,1,1,4.313266506,,,,
2021.IndInf,21,08_08/24,8,A,21.A,44432,7,-7,14,10,10,1,1,1.341495564,,,,
2021.IndInf,21,08_08/31,8,A,21.A,44439,14,-7,21,10,10,1,1,0,,,,
2021.IndInf,21,08_09/07,8,A,21.A,44446,21,-7,28,10,10,1,1,3.914171763,,,,
2021.IndInf,21,08_09/14,8,A,21.A,44453,28,-7,35,10,10,1,1,0,,,,
2021.IndInf,21,08_09/21,8,A,21.A,44460,35,-7,42,10,10,1,1,0,,,,
2021.IndInf,21,09_08/16,9,A,21.A,44424,-1,0,-1,20,25,4,8,0,,,,
2021.IndInf,21,09_08/24,9,A,21.A,44432,7,0,7,20,25,4,8,0,,,,
2021.IndInf,21,09_09/07,9,A,21.A,44446,21,0,21,20,25,4,8,0,,,,
2021.IndInf,21,09_09/14,9,A,21.A,44453,28,0,28,20,25,4,8,0,,,,
2021.IndInf,21,09_09/21,9,A,21.A,44460,35,0,35,20,25,4,8,0,,,,
2021.IndInf,21,10_08/09,10,A,21.A,44417,-8,-7,-1,20,10,4,6,0,,,,
2021.IndInf,21,10_08/17,10,A,21.A,44425,0,-7,7,20,10,4,6,0,,,,
2021.IndInf,21,10_08/24,10,A,21.A,44432,7,-7,14,20,10,4,6,0,,,,
2021.IndInf,21,10_08/31,10,A,21.A,44439,14,-7,21,20,10,4,6,0,,,,
2021.IndInf,21,10_09/07,10,A,21.A,44446,21,-7,28,20,10,4,6,0,,,,
2021.IndInf,21,10_09/14,10,A,21.A,44453,28,-7,35,20,10,4,6,0,,,,
2021.IndInf,21,10_09/21,10,A,21.A,44460,35,-7,42,20,10,4,6,0,,,,
2021.IndInf,21,11_08/16,11,A,21.A,44424,-1,0,-1,20,10,4,6,0,,,,
2021.IndInf,21,11_08/24,11,A,21.A,44432,7,0,7,20,10,4,6,6.058255581,,,,
2021.IndInf,21,11_08/31,11,A,21.A,44439,14,0,14,20,10,4,6,5.893614962,,,,
2021.IndInf,21,11_09/07,11,A,21.A,44446,21,0,21,20,10,4,6,8.221840599,,,,
2021.IndInf,21,11_09/14,11,A,21.A,44453,28,0,28,20,10,4,6,8.190666821,,,,
2021.IndInf,21,11_09/21,11,A,21.A,44460,35,0,35,20,10,4,6,9.789633702,,,,
2021.IndInf,21,12_08/23,12,A,21.A,44431,6,7,-1,20,20,6,7,0,,,,
2021.IndInf,21,12_09/07,12,A,21.A,44446,21,7,14,20,20,6,7,0,,,,
2021.IndInf,21,12_09/14,12,A,21.A,44453,28,7,21,20,20,6,7,0,,,,
2021.IndInf,21,12_09/21,12,A,21.A,44460,35,7,28,20,20,6,7,0,,,,
2021.IndInf,21,13_08/16,13,A,21.A,44424,-1,0,-1,10,25,6,2,0,,,,
2021.IndInf,21,13_08/24,13,A,21.A,44432,7,0,7,10,25,6,2,0,,,,
2021.IndInf,21,13_08/31,13,A,21.A,44439,14,0,14,10,25,6,2,0,,,,
2021.IndInf,21,13_09/07,13,A,21.A,44446,21,0,21,10,25,6,2,0,,,,
2021.IndInf,21,13_09/14,13,A,21.A,44453,28,0,28,10,25,6,2,0,,,,
2021.IndInf,21,13_09/21,13,A,21.A,44460,35,0,35,10,25,6,2,0,,,,
2021.IndInf,21,14_08/16,14,A,21.A,44424,-1,0,-1,20,15,7,3,0,,,,
2021.IndInf,21,14_08/24,14,A,21.A,44432,7,0,7,20,15,7,3,2.135670127,,,,
2021.IndInf,21,14_09/07,14,A,21.A,44446,21,0,21,20,15,7,3,1.605778836,,,,
2021.IndInf,21,14_09/14,14,A,21.A,44453,28,0,28,20,15,7,3,1.25035903,,,,
2021.IndInf,21,14_09/21,14,A,21.A,44460,35,0,35,20,15,7,3,5.208094606,,,,
2021.IndInf,21,15_08/16,15,A,21.A,44424,-1,0,-1,10,10,6,1,0,,,,
2021.IndInf,21,15_08/24,15,A,21.A,44432,7,0,7,10,10,6,1,1.248443575,,,,
2021.IndInf,21,15_09/07,15,A,21.A,44446,21,0,21,10,10,6,1,0,,,,
2021.IndInf,21,15_09/14,15,A,21.A,44453,28,0,28,10,10,6,1,0,,,,
2021.IndInf,21,15_09/21,15,A,21.A,44460,35,0,35,10,10,6,1,0,,,,
2021.IndInf,21,16_08/16,16,A,21.A,44424,-1,0,-1,10,20,1,4,0,,,,
2021.IndInf,21,16_08/24,16,A,21.A,44432,7,0,7,10,20,1,4,0,,,,
2021.IndInf,21,16_09/07,16,A,21.A,44446,21,0,21,10,20,1,4,0,,,,
2021.IndInf,21,16_09/14,16,A,21.A,44453,28,0,28,10,20,1,4,0,,,,
2021.IndInf,21,16_09/21,16,A,21.A,44460,35,0,35,10,20,1,4,0,,,,
2021.IndInf,21,17_08/09,17,B,21.B,44417,-8,-7,-1,20,20,15,12,0,,,,
2021.IndInf,21,17_08/17,17,B,21.B,44425,0,-7,7,20,20,15,12,0,,,,
2021.IndInf,21,17_08/24,17,B,21.B,44432,7,-7,14,20,20,15,12,0,,,,
2021.IndInf,21,17_08/31,17,B,21.B,44439,14,-7,21,20,20,15,12,0,,,,
2021.IndInf,21,17_09/07,17,B,21.B,44446,21,-7,28,20,20,15,12,0,,,,
2021.IndInf,21,17_09/14,17,B,21.B,44453,28,-7,35,20,20,15,12,0,,,,
2021.IndInf,21,17_09/21,17,B,21.B,44460,35,-7,42,20,20,15,12,0,,,,
2021.IndInf,21,18_08/16,18,B,21.B,44424,-1,0,-1,10,15,11,14,0,,,,
2021.IndInf,21,18_08/24,18,B,21.B,44432,7,0,7,10,15,11,14,4.93446942,,,,
2021.IndInf,21,18_08/31,18,B,21.B,44439,14,0,14,10,15,11,14,0,,,,
2021.IndInf,21,18_09/07,18,B,21.B,44446,21,0,21,10,15,11,14,0,,,,
2021.IndInf,21,18_09/14,18,B,21.B,44453,28,0,28,10,15,11,14,0,,,,
2021.IndInf,21,18_09/21,18,B,21.B,44460,35,0,35,10,15,11,14,1.407285243,,,,
2021.IndInf,21,19_08/16,19,B,21.B,44424,-1,0,-1,20,10,12,11,0,,,,
2021.IndInf,21,19_08/24,19,B,21.B,44432,7,0,7,20,10,12,11,2.815806834,,,,
2021.IndInf,21,19_09/07,19,B,21.B,44446,21,0,21,20,10,12,11,6.798444859,,,,
2021.IndInf,21,19_09/14,19,B,21.B,44453,28,0,28,20,10,12,11,7.349600342,,,,
2021.IndInf,21,19_09/21,19,B,21.B,44460,35,0,35,20,10,12,11,6.23071007,,,,
2021.IndInf,21,20_08/16,20,B,21.B,44424,-1,0,-1,10,10,16,16,0,,,,
2021.IndInf,21,20_08/24,20,B,21.B,44432,7,0,7,10,10,16,16,0,,,,
2021.IndInf,21,20_09/07,20,B,21.B,44446,21,0,21,10,10,16,16,0,,,,
2021.IndInf,21,20_09/14,20,B,21.B,44453,28,0,28,10,10,16,16,1.564298635,,,,
2021.IndInf,21,20_09/21,20,B,21.B,44460,35,0,35,10,10,16,16,2.619117331,,,,
2021.IndInf,21,21_08/09,21,B,21.B,44417,-8,-7,-1,10,20,11,15,0,,,,
2021.IndInf,21,21_08/17,21,B,21.B,44425,0,-7,7,10,20,11,15,6.463428905,,,,
2021.IndInf,21,21_08/24,21,B,21.B,44432,7,-7,14,10,20,11,15,0,,,,
2021.IndInf,21,21_08/31,21,B,21.B,44439,14,-7,21,10,20,11,15,0,,,,
2021.IndInf,21,21_09/07,21,B,21.B,44446,21,-7,28,10,20,11,15,0,,,,
2021.IndInf,21,21_09/14,21,B,21.B,44453,28,-7,35,10,20,11,15,0,,,,
2021.IndInf,21,21_09/21,21,B,21.B,44460,35,-7,42,10,20,11,15,0,,,,
2021.IndInf,21,22_08/09,22,B,21.B,44417,-8,-7,-1,10,10,16,11,0,,,,
2021.IndInf,21,22_08/17,22,B,21.B,44425,0,-7,7,10,10,16,11,3.676813687,,,,
2021.IndInf,21,22_08/24,22,B,21.B,44432,7,-7,14,10,10,16,11,0,,,,
2021.IndInf,21,22_09/07,22,B,21.B,44446,21,-7,28,10,10,16,11,0,,,,
2021.IndInf,21,22_09/14,22,B,21.B,44453,28,-7,35,10,10,16,11,2.727915004,,,,
2021.IndInf,21,22_09/21,22,B,21.B,44460,35,-7,42,10,10,16,11,0,,,,
2021.IndInf,21,23_08/09,23,B,21.B,44417,-8,-7,-1,20,10,12,16,0,,,,
2021.IndInf,21,23_08/17,23,B,21.B,44425,0,-7,7,20,10,12,16,0,,,,
2021.IndInf,21,23_08/24,23,B,21.B,44432,7,-7,14,20,10,12,16,0,,,,
2021.IndInf,21,23_09/07,23,B,21.B,44446,21,-7,28,20,10,12,16,0,,,,
2021.IndInf,21,23_09/14,23,B,21.B,44453,28,-7,35,20,10,12,16,0,,,,
2021.IndInf,21,23_09/21,23,B,21.B,44460,35,-7,42,20,10,12,16,0,,,,
2021.IndInf,21,24_08/23,24,B,21.B,44431,6,7,-1,10,20,11,12,0,,,,
2021.IndInf,21,24_09/07,24,B,21.B,44446,21,7,14,10,20,11,12,0,,,,
2021.IndInf,21,24_09/14,24,B,21.B,44453,28,7,21,10,20,11,12,0,,,,
2021.IndInf,21,24_09/21,24,B,21.B,44460,35,7,28,10,20,11,12,2.27943979,,,,
2021.IndInf,21,25_08/23,25,B,21.B,44431,6,7,-1,20,20,12,15,0,,,,
2021.IndInf,21,25_08/31,25,B,21.B,44439,14,7,7,20,20,12,15,0,,,,
2021.IndInf,21,25_09/07,25,B,21.B,44446,21,7,14,20,20,12,15,0,,,,
2021.IndInf,21,25_09/14,25,B,21.B,44453,28,7,21,20,20,12,15,0,,,,
2021.IndInf,21,25_09/21,25,B,21.B,44460,35,7,28,20,20,12,15,0,,,,
2021.IndInf,21,26_08/23,26,B,21.B,44431,6,7,-1,10,10,16,16,0,,,,
2021.IndInf,21,26_09/07,26,B,21.B,44446,21,7,14,10,10,16,16,0,,,,
2021.IndInf,21,26_09/14,26,B,21.B,44453,28,7,21,10,10,16,16,0,,,,
2021.IndInf,21,26_09/21,26,B,21.B,44460,35,7,28,10,10,16,16,0,,,,
2021.IndInf,21,27_08/16,27,B,21.B,44424,-1,0,-1,20,20,12,12,0,,,,
2021.IndInf,21,27_08/24,27,B,21.B,44432,7,0,7,20,20,12,12,1.385349279,,,,
2021.IndInf,21,27_09/07,27,B,21.B,44446,21,0,21,20,20,12,12,0,,,,
2021.IndInf,21,27_09/14,27,B,21.B,44453,28,0,28,20,20,12,12,0,,,,
2021.IndInf,21,27_09/21,27,B,21.B,44460,35,0,35,20,20,12,12,0,,,,
2021.IndInf,21,28_08/16,28,B,21.B,44424,-1,0,-1,20,15,15,9,0,,,,
2021.IndInf,21,28_08/24,28,B,21.B,44432,7,0,7,20,15,15,9,3.429362186,,,,
2021.IndInf,21,28_09/07,28,B,21.B,44446,21,0,21,20,15,15,9,0,,,,
2021.IndInf,21,28_09/14,28,B,21.B,44453,28,0,28,20,15,15,9,0,,,,
2021.IndInf,21,28_09/21,28,B,21.B,44460,35,0,35,20,15,15,9,0,,,,
2021.IndInf,21,29_08/23,29,B,21.B,44431,6,7,-1,20,10,15,11,0,,,,
2021.IndInf,21,29_08/31,29,B,21.B,44439,14,7,7,20,10,15,11,2.397353487,,,,
2021.IndInf,21,29_09/07,29,B,21.B,44446,21,7,14,20,10,15,11,6.444207861,,,,
2021.IndInf,21,29_09/14,29,B,21.B,44453,28,7,21,20,10,15,11,4.323060431,,,,
2021.IndInf,21,30_08/16,30,B,21.B,44424,-1,0,-1,20,25,15,13,0.59017816,,,,
2021.IndInf,21,30_08/24,30,B,21.B,44432,7,0,7,20,25,15,13,1.05581202,,,,
2021.IndInf,21,30_08/31,30,B,21.B,44439,14,0,14,20,25,15,13,0,,,,
2021.IndInf,21,30_09/07,30,B,21.B,44446,21,0,21,20,25,15,13,0,,,,
2021.IndInf,21,30_09/14,30,B,21.B,44453,28,0,28,20,25,15,13,0.393023507,,,,
2021.IndInf,21,30_09/21,30,B,21.B,44460,35,0,35,20,25,15,13,0,,,,
2021.IndInf,21,31_08/16,31,B,21.B,44424,-1,0,-1,10,20,16,15,0,,,,
2021.IndInf,21,31_09/07,31,B,21.B,44446,21,0,21,10,20,16,15,0,,,,
2021.IndInf,21,31_09/14,31,B,21.B,44453,28,0,28,10,20,16,15,0,,,,
2021.IndInf,21,31_09/21,31,B,21.B,44460,35,0,35,10,20,16,15,0,,,,
2021.IndInf,21,32_08/16,32,B,21.B,44424,-1,0,-1,10,25,11,10,0,,,,
2021.IndInf,21,32_08/24,32,B,21.B,44432,7,0,7,10,25,11,10,0.832520442,,,,
2021.IndInf,21,32_09/07,32,B,21.B,44446,21,0,21,10,25,11,10,0,,,,
2021.IndInf,21,32_09/14,32,B,21.B,44453,28,0,28,10,25,11,10,0,,,,
2021.IndInf,21,32_09/21,32,B,21.B,44460,35,0,35,10,25,11,10,0,,,,
2021.IndInf,21,33_08/16,33,C,21.C,44424,-1,0,-1,20,15,23,24,0,,,,
2021.IndInf,21,33_08/24,33,C,21.C,44432,7,0,7,20,15,23,24,5.893127532,,,,
2021.IndInf,21,33_09/07,33,C,21.C,44446,21,0,21,20,15,23,24,0,,,,
2021.IndInf,21,33_09/14,33,C,21.C,44453,28,0,28,20,15,23,24,0,,,,
2021.IndInf,21,33_09/21,33,C,21.C,44460,35,0,35,20,15,23,24,0,,,,
2021.IndInf,21,34_08/16,34,C,21.C,44424,-1,0,-1,10,15,21,20,0,,,,
2021.IndInf,21,34_08/24,34,C,21.C,44432,7,0,7,10,15,21,20,0,,,,
2021.IndInf,21,34_08/31,34,C,21.C,44439,14,0,14,10,15,21,20,0,,,,
2021.IndInf,21,34_09/07,34,C,21.C,44446,21,0,21,10,15,21,20,6.508702444,,,,
2021.IndInf,21,34_09/14,34,C,21.C,44453,28,0,28,10,15,21,20,5.393661764,,,,
2021.IndInf,21,34_09/21,34,C,21.C,44460,35,0,35,10,15,21,20,1.884296001,,,,
2021.IndInf,21,35_08/09,35,C,21.C,44417,-8,-7,-1,20,10,23,21,0,,,,
2021.IndInf,21,35_08/17,35,C,21.C,44425,0,-7,7,20,10,23,21,0,,,,
2021.IndInf,21,35_08/24,35,C,21.C,44432,7,-7,14,20,10,23,21,0,,,,
2021.IndInf,21,35_09/07,35,C,21.C,44446,21,-7,28,20,10,23,21,0,,,,
2021.IndInf,21,35_09/14,35,C,21.C,44453,28,-7,35,20,10,23,21,0,,,,
2021.IndInf,21,35_09/21,35,C,21.C,44460,35,-7,42,20,10,23,21,0,,,,
2021.IndInf,21,36_08/23,36,C,21.C,44431,6,7,-1,10,20,21,23,0,,,,
2021.IndInf,21,36_09/07,36,C,21.C,44446,21,7,14,10,20,21,23,0,,,,
2021.IndInf,21,36_09/14,36,C,21.C,44453,28,7,21,10,20,21,23,0,,,,
2021.IndInf,21,36_09/21,36,C,21.C,44460,35,7,28,10,20,21,23,0,,,,
2021.IndInf,21,37_08/16,37,C,21.C,44424,-1,0,-1,10,25,17,19,0,,,,
2021.IndInf,21,37_08/24,37,C,21.C,44432,7,0,7,10,25,17,19,0,,,,
2021.IndInf,21,37_09/07,37,C,21.C,44446,21,0,21,10,25,17,19,0,,,,
2021.IndInf,21,37_09/14,37,C,21.C,44453,28,0,28,10,25,17,19,0,,,,
2021.IndInf,21,37_09/21,37,C,21.C,44460,35,0,35,10,25,17,19,0,,,,
2021.IndInf,21,38_08/23,38,C,21.C,44431,6,7,-1,20,10,18,17,0,,,,
2021.IndInf,21,38_08/31,38,C,21.C,44439,14,7,7,20,10,18,17,6.234966051,,,,
2021.IndInf,21,38_09/07,38,C,21.C,44446,21,7,14,20,10,18,17,4.074971492,,,,
2021.IndInf,21,38_09/14,38,C,21.C,44453,28,7,21,20,10,18,17,0.824831346,,,,
2021.IndInf,21,38_09/21,38,C,21.C,44460,35,7,28,20,10,18,17,0,,,,
2021.IndInf,21,39_08/16,39,C,21.C,44424,-1,0,-1,20,25,18,22,0,,,,
2021.IndInf,21,39_08/24,39,C,21.C,44432,7,0,7,20,25,18,22,0,,,,
2021.IndInf,21,39_09/07,39,C,21.C,44446,21,0,21,20,25,18,22,0,,,,
2021.IndInf,21,39_09/14,39,C,21.C,44453,28,0,28,20,25,18,22,0,,,,
2021.IndInf,21,39_09/21,39,C,21.C,44460,35,0,35,20,25,18,22,0,,,,
2021.IndInf,21,40_08/16,40,C,21.C,44424,-1,0,-1,20,10,23,17,0,,,,
2021.IndInf,21,40_08/24,40,C,21.C,44432,7,0,7,20,10,23,17,5.747547441,,,,
2021.IndInf,21,40_08/31,40,C,21.C,44439,14,0,14,20,10,23,17,5.326293997,,,,
2021.IndInf,21,40_09/07,40,C,21.C,44446,21,0,21,20,10,23,17,6.902653816,,,,
2021.IndInf,21,40_09/14,40,C,21.C,44453,28,0,28,20,10,23,17,4.92593712,,,,
2021.IndInf,21,40_09/21,40,C,21.C,44460,35,0,35,20,10,23,17,1.823534306,,,,
2021.IndInf,21,41_08/16,41,C,21.C,44424,-1,0,-1,20,20,18,18,0,,,,
2021.IndInf,21,41_08/24,41,C,21.C,44432,7,0,7,20,20,18,18,4.657547492,,,,
2021.IndInf,21,41_08/31,41,C,21.C,44439,14,0,14,20,20,18,18,0,,,,
2021.IndInf,21,41_09/07,41,C,21.C,44446,21,0,21,20,20,18,18,0,,,,
2021.IndInf,21,41_09/14,41,C,21.C,44453,28,0,28,20,20,18,18,0,,,,
2021.IndInf,21,41_09/21,41,C,21.C,44460,35,0,35,20,20,18,18,0,,,,
2021.IndInf,21,42_08/16,42,C,21.C,44424,-1,0,-1,10,20,17,23,0,,,,
2021.IndInf,21,42_08/24,42,C,21.C,44432,7,0,7,10,20,17,23,0.671201645,,,,
2021.IndInf,21,42_09/07,42,C,21.C,44446,21,0,21,10,20,17,23,6.700272894,,,,
2021.IndInf,21,42_09/14,42,C,21.C,44453,28,0,28,10,20,17,23,5.721750664,,,,
2021.IndInf,21,42_09/21,42,C,21.C,44460,35,0,35,10,20,17,23,3.699834912,,,,
2021.IndInf,21,43_08/23,43,C,21.C,44431,6,7,-1,10,10,17,21,0,,,,
2021.IndInf,21,43_09/07,43,C,21.C,44446,21,7,14,10,10,17,21,6.492450137,,,,
2021.IndInf,21,43_09/14,43,C,21.C,44453,28,7,21,10,10,17,21,2.018008919,,,,
2021.IndInf,21,43_09/21,43,C,21.C,44460,35,7,28,10,10,17,21,1.566778398,,,,
2021.IndInf,21,44_08/16,44,C,21.C,44424,-1,0,-1,10,10,21,21,0,,,,
2021.IndInf,21,44_08/24,44,C,21.C,44432,7,0,7,10,10,21,21,0,,,,
2021.IndInf,21,44_09/07,44,C,21.C,44446,21,0,21,10,10,21,21,1.315785108,,,,
2021.IndInf,21,44_09/14,44,C,21.C,44453,28,0,28,10,10,21,21,0,,,,
2021.IndInf,21,44_09/21,44,C,21.C,44460,35,0,35,10,10,21,21,0,,,,
2021.IndInf,21,45_08/23,45,C,21.C,44431,6,7,-1,20,20,23,18,0,,,,
2021.IndInf,21,45_09/07,45,C,21.C,44446,21,7,14,20,20,23,18,0,,,,
2021.IndInf,21,45_09/14,45,C,21.C,44453,28,7,21,20,20,23,18,0,,,,
2021.IndInf,21,45_09/21,45,C,21.C,44460,35,7,28,20,20,23,18,0,,,,
2021.IndInf,21,46_08/09,46,C,21.C,44417,-8,-7,-1,10,20,17,18,0,,,,
2021.IndInf,21,46_08/17,46,C,21.C,44425,0,-7,7,10,20,17,18,5.963563689,,,,
2021.IndInf,21,46_08/24,46,C,21.C,44432,7,-7,14,10,20,17,18,0.867922099,,,,
2021.IndInf,21,46_08/31,46,C,21.C,44439,14,-7,21,10,20,17,18,0,,,,
2021.IndInf,21,46_09/07,46,C,21.C,44446,21,-7,28,10,20,17,18,0,,,,
2021.IndInf,21,46_09/14,46,C,21.C,44453,28,-7,35,10,20,17,18,0,,,,
2021.IndInf,21,46_09/21,46,C,21.C,44460,35,-7,42,10,20,17,18,0,,,,
2021.IndInf,21,47_08/09,47,C,21.C,44417,-8,-7,-1,20,20,18,23,0.767376453,,,,
2021.IndInf,21,47_08/17,47,C,21.C,44425,0,-7,7,20,20,18,23,0,,,,
2021.IndInf,21,47_08/24,47,C,21.C,44432,7,-7,14,20,20,18,23,0,,,,
2021.IndInf,21,47_09/07,47,C,21.C,44446,21,-7,28,20,20,18,23,0,,,,
2021.IndInf,21,47_09/14,47,C,21.C,44453,28,-7,35,20,20,18,23,0,,,,
2021.IndInf,21,47_09/21,47,C,21.C,44460,35,-7,42,20,20,18,23,0,,,,
2021.IndInf,21,48_08/09,48,C,21.C,44417,-8,-7,-1,10,10,21,17,0,,,,
2021.IndInf,21,48_08/17,48,C,21.C,44425,0,-7,7,10,10,21,17,4.071464232,,,,
2021.IndInf,21,48_08/24,48,C,21.C,44432,7,-7,14,10,10,21,17,1.029660255,,,,
2021.IndInf,21,48_09/07,48,C,21.C,44446,21,-7,28,10,10,21,17,0.022740352,,,,
2021.IndInf,21,48_09/14,48,C,21.C,44453,28,-7,35,10,10,21,17,0,,,,
2021.IndInf,21,48_09/21,48,C,21.C,44460,35,-7,42,10,10,21,17,0,,,,
2021.IndInf,21,49_08/09,49,D,21.D,44417,-8,-7,-1,10,20,30,31,0,,,,
2021.IndInf,21,49_08/17,49,D,21.D,44425,0,-7,7,10,20,30,31,7.582281414,,,,
2021.IndInf,21,49_08/24,49,D,21.D,44432,7,-7,14,10,20,30,31,0,,,,
2021.IndInf,21,49_09/07,49,D,21.D,44446,21,-7,28,10,20,30,31,0,,,,
2021.IndInf,21,49_09/14,49,D,21.D,44453,28,-7,35,10,20,30,31,0,,,,
2021.IndInf,21,49_09/21,49,D,21.D,44460,35,-7,42,10,20,30,31,0,,,,
2021.IndInf,21,50_08/16,50,D,21.D,44424,-1,0,-1,10,25,26,27,0,,,,
2021.IndInf,21,50_08/24,50,D,21.D,44432,7,0,7,10,25,26,27,0,,,,
2021.IndInf,21,50_09/07,50,D,21.D,44446,21,0,21,10,25,26,27,0,,,,
2021.IndInf,21,50_09/14,50,D,21.D,44453,28,0,28,10,25,26,27,0,,,,
2021.IndInf,21,50_09/21,50,D,21.D,44460,35,0,35,10,25,26,27,0,,,,
2021.IndInf,21,51_08/23,51,D,21.D,44431,6,7,-1,10,10,30,26,0,,,,
2021.IndInf,21,51_09/07,51,D,21.D,44446,21,7,14,10,10,30,26,7.727396237,,,,
2021.IndInf,21,51_09/14,51,D,21.D,44453,28,7,21,10,10,30,26,2.429191879,,,,
