Experiment,Year,SampleID,FrogID,Block,Exp.Block,Date,Day,DayOfExpo,TimeSinceExposure,AccTemp,PerfTemp,AccInc,PerfInc,LnSwabBd,LnFilterBd,TotalTime.min,TotalVolumeFiltered.mL,Notes
2022.IndInf,22,065_08.10,65,D,22.D,44783,21,0,21,10,15,27,23,0,,,,
2022.IndInf,22,065_08.17,65,D,22.D,44790,28,0,28,10,15,27,23,0,,,,
2022.IndInf,22,065_08.24,65,D,22.D,44797,35,0,35,10,15,27,23,0,0,15,10,
2022.IndInf,22,066_07.19,66,D,22.D,44761,-1,0,-1,15,15,26,23,0,,,,
2022.IndInf,22,066_07.19,66,D,22.D,44761,-1,0,-1,15,15,26,23,0,,,,
2022.IndInf,22,066_07.27,66,D,22.D,44769,7,0,7,15,15,26,23,0,2.307365004,15,10,
2022.IndInf,22,066_08.03,66,D,22.D,44776,14,0,14,15,15,26,23,0,,,,
2022.IndInf,22,066_08.10,66,D,22.D,44783,21,0,21,15,15,26,23,0,,,,
2022.IndInf,22,066_08.17,66,D,22.D,44790,28,0,28,15,15,26,23,0,,,,
2022.IndInf,22,066_08.24,66,D,22.D,44797,35,0,35,15,15,26,23,0,,,,
2022.IndInf,22,071_07.19,71,D,22.D,44761,-1,0,-1,20,15,28,26,0,,,,
2022.IndInf,22,071_07.27,71,D,22.D,44769,7,0,7,20,15,28,26,0,0,15,10,
2022.IndInf,22,071_08.03,71,D,22.D,44776,14,0,14,20,15,28,26,0,,,,
2022.IndInf,22,071_08.10,71,D,22.D,44783,21,0,21,20,15,28,26,0,,,,
2022.IndInf,22,071_08.17,71,D,22.D,44790,28,0,28,20,15,28,26,0,,,,
2022.IndInf,22,071_08.24,71,D,22.D,44797,35,0,35,20,15,28,26,0,,,,
2022.IndInf,22,072_07.19,72,D,22.D,44761,-1,0,-1,15,15,23,26,0,,,,
2022.IndInf,22,072_07.27,72,D,22.D,44769,7,0,7,15,15,23,26,0,0,15,10,
2022.IndInf,22,072_08.03,72,D,22.D,44776,14,0,14,15,15,23,26,0,,,,
2022.IndInf,22,072_08.10,72,D,22.D,44783,21,0,21,15,15,23,26,0,,,,
2022.IndInf,22,072_08.17,72,D,22.D,44790,28,0,28,15,15,23,26,0,,,,
2022.IndInf,22,072_08.24,72,D,22.D,44797,35,0,35,15,15,23,26,0,0,15,10,
2022.IndInf,22,073_07.19,73,D,22.D,44761,-1,0,-1,10,10,27,27,0,,,,
2022.IndInf,22,073_07.27,73,D,22.D,44769,7,0,7,10,10,27,27,0,0,15,10,
2022.IndInf,22,073_08.03,73,D,22.D,44776,14,0,14,10,10,27,27,0,,,,
2022.IndInf,22,073_08.10,73,D,22.D,44783,21,0,21,10,10,27,27,0,,,,
2022.IndInf,22,073_08.17,73,D,22.D,44790,28,0,28,10,10,27,27,0,,,,
2022.IndInf,22,073_08.24,73,D,22.D,44797,35,0,35,10,10,27,27,0,,,,
2022.IndInf,22,074_07.19,74,D,22.D,44761,-1,0,-1,20,10,28,27,1.585492864,,,,
2022.IndInf,22,074_07.27,74,D,22.D,44769,7,0,7,20,10,28,27,7.324212439,0,15,10,
2022.IndInf,22,074_08.03,74,D,22.D,44776,14,0,14,20,10,28,27,5.599075157,,,,
2022.IndInf,22,074_08.10,74,D,22.D,44783,21,0,21,20,10,28,27,0,,,,
2022.IndInf,22,074_08.17,74,D,22.D,44790,28,0,28,20,10,28,27,6.54900199,,,,
2022.IndInf,22,074_08.24,74,D,22.D,44797,35,0,35,20,10,28,27,0,1.64444495,15,10,
2022.IndInf,22,075_07.19,75,D,22.D,44761,-1,0,-1,15,10,23,27,0,,,,
2022.IndInf,22,075_07.27,75,D,22.D,44769,7,0,7,15,10,23,27,4.076206083,5.778891888,15,10,
2022.IndInf,22,075_07.27,75,D,22.D,44769,7,0,7,15,10,23,27,0,,,,
2022.IndInf,22,075_08.03,75,D,22.D,44776,14,0,14,15,10,23,27,7.409972727,,,,
2022.IndInf,22,075_08.10,75,D,22.D,44783,21,0,21,15,10,23,27,0,,,,
2022.IndInf,22,075_08.17,75,D,22.D,44790,28,0,28,15,10,23,27,7.15456971,,,,
2022.IndInf,22,075_08.24,75,D,22.D,44797,35,0,35,15,10,23,27,0,,,,
2022.IndInf,22,076_07.19,76,D,22.D,44761,-1,0,-1,15,10,26,27,5.411646775,,,,
2022.IndInf,22,076_07.27,76,D,22.D,44769,7,0,7,15,10,26,27,2.287395746,3.017162831,15,10,
2022.IndInf,22,076_08.03,76,D,22.D,44776,14,0,14,15,10,26,27,5.792328823,,,,
2022.IndInf,22,076_08.10,76,D,22.D,44783,21,0,21,15,10,26,27,0,,,,
2022.IndInf,22,076_08.17,76,D,22.D,44790,28,0,28,15,10,26,27,0,,,,
2022.IndInf,22,076_08.24,76,D,22.D,44797,35,0,35,15,10,26,27,0,0,15,10,
2022.IndInf,22,077_07.19,77,D,22.D,44761,-1,0,-1,10,20,27,28,0,,,,
2022.IndInf,22,077_07.27,77,D,22.D,44769,7,0,7,10,20,27,28,0,0,15,10,
2022.IndInf,22,077_08.03,77,D,22.D,44776,14,0,14,10,20,27,28,2.310216558,,,,
2022.IndInf,22,077_08.10,77,D,22.D,44783,21,0,21,10,20,27,28,0,,,,
2022.IndInf,22,077_08.17,77,D,22.D,44790,28,0,28,10,20,27,28,1.992323102,,,,
2022.IndInf,22,077_08.24,77,D,22.D,44797,35,0,35,10,20,27,28,0,0,15,10,
2022.IndInf,22,078_07.19,78,D,22.D,44761,-1,0,-1,20,20,28,28,0,,,,
2022.IndInf,22,078_07.27,78,D,22.D,44769,7,0,7,20,20,28,28,0,0,15,10,
2022.IndInf,22,078_08.03,78,D,22.D,44776,14,0,14,20,20,28,28,0,,,,
2022.IndInf,22,078_08.10,78,D,22.D,44783,21,0,21,20,20,28,28,0,,,,
2022.IndInf,22,078_08.17,78,D,22.D,44790,28,0,28,20,20,28,28,0,,,,
2022.IndInf,22,078_08.24,78,D,22.D,44797,35,0,35,20,20,28,28,0,0,15,10,
2022.IndInf,22,078_08.24,78,D,22.D,44797,35,0,35,20,20,28,28,0,,,,
2022.IndInf,22,079_07.19,79,D,22.D,44761,-1,0,-1,15,20,23,28,7.743128993,,,,
2022.IndInf,22,079_07.27,79,D,22.D,44769,7,0,7,15,20,23,28,0,0,15,10,
2022.IndInf,22,079_08.03,79,D,22.D,44776,14,0,14,15,20,23,28,1.589756704,,,,
2022.IndInf,22,079_08.10,79,D,22.D,44783,21,0,21,15,20,23,28,1.709753968,,,,
2022.IndInf,22,079_08.17,79,D,22.D,44790,28,0,28,15,20,23,28,1.856053959,,,,
2022.IndInf,22,079_08.24,79,D,22.D,44797,35,0,35,15,20,23,28,0,,,,
2022.IndInf,22,080_07.19,80,D,22.D,44761,-1,0,-1,15,20,26,28,0,,,,
2022.IndInf,22,080_07.27,80,D,22.D,44769,7,0,7,15,20,26,28,2.076374978,0,15,10,
2022.IndInf,22,080_08.03,80,D,22.D,44776,14,0,14,15,20,26,28,0,,,,
2022.IndInf,22,080_08.10,80,D,22.D,44783,21,0,21,15,20,26,28,0,,,,
2022.IndInf,22,080_08.17,80,D,22.D,44790,28,0,28,15,20,26,28,0,,,,
2022.IndInf,22,080_08.24,80,D,22.D,44797,35,0,35,15,20,26,28,0,,,,
2022.IndInf,22,081_07.19,81,E,22.E,44761,-1,0,-1,10,10,35,35,0,,,,
2022.IndInf,22,081_07.27,81,E,22.E,44769,7,0,7,10,10,35,35,0,2.913588166,15,10,
2022.IndInf,22,081_08.03,81,E,22.E,44776,14,0,14,10,10,35,35,0,,,,
2022.IndInf,22,081_08.10,81,E,22.E,44783,21,0,21,10,10,35,35,0,,,,
2022.IndInf,22,081_08.17,81,E,22.E,44790,28,0,28,10,10,35,35,0,,,,
2022.IndInf,22,081_08.24,81,E,22.E,44797,35,0,35,10,10,35,35,0,,,,
2022.IndInf,22,082_07.19,82,E,22.E,44761,-1,0,-1,10,15,35,32,0,,,,
2022.IndInf,22,082_07.27,82,E,22.E,44769,7,0,7,10,15,35,32,0,0,15,10,
2022.IndInf,22,082_08.03,82,E,22.E,44776,14,0,14,10,15,35,32,0,,,,
2022.IndInf,22,082_08.10,82,E,22.E,44783,21,0,21,10,15,35,32,0,,,,
2022.IndInf,22,082_08.17,82,E,22.E,44790,28,0,28,10,15,35,32,0,,,,
2022.IndInf,22,082_08.24,82,E,22.E,44797,35,0,35,10,15,35,32,0,,,,
2022.IndInf,22,083_07.19,83,E,22.E,44761,-1,0,-1,10,20,35,29,0,,,,
2022.IndInf,22,083_07.27,83,E,22.E,44769,7,0,7,10,20,35,29,0,0,15,10,
2022.IndInf,22,083_08.03,83,E,22.E,44776,14,0,14,10,20,35,29,0,,,,
2022.IndInf,22,083_08.10,83,E,22.E,44783,21,0,21,10,20,35,29,0,,,,
2022.IndInf,22,083_08.17,83,E,22.E,44790,28,0,28,10,20,35,29,0,,,,
2022.IndInf,22,083_08.24,83,E,22.E,44797,35,0,35,10,20,35,29,0,,,,
2022.IndInf,22,084_07.19,84,E,22.E,44761,-1,0,-1,10,25,35,34,0,,,,
2022.IndInf,22,084_07.27,84,E,22.E,44769,7,0,7,10,25,35,34,0,1.676783409,15,10,
2022.IndInf,22,084_08.03,84,E,22.E,44776,14,0,14,10,25,35,34,0,,,,
2022.IndInf,22,084_08.10,84,E,22.E,44783,21,0,21,10,25,35,34,0,,,,
2022.IndInf,22,084_08.17,84,E,22.E,44790,28,0,28,10,25,35,34,0,,,,
2022.IndInf,22,084_08.24,84,E,22.E,44797,35,0,35,10,25,35,34,0,0,15,10,
2022.IndInf,22,085_07.19,85,E,22.E,44761,-1,0,-1,20,10,29,35,0,,,,
2022.IndInf,22,085_07.27,85,E,22.E,44769,7,0,7,20,10,29,35,2.230092059,6.250925338,15,10,
2022.IndInf,22,085_08.03,85,E,22.E,44776,14,0,14,20,10,29,35,5.731115749,,,,
2022.IndInf,22,085_08.10,85,E,22.E,44783,21,0,21,20,10,29,35,2.70149242,,,,
2022.IndInf,22,085_08.17,85,E,22.E,44790,28,0,28,20,10,29,35,1.642390178,,,,
2022.IndInf,22,085_08.24,85,E,22.E,44797,35,0,35,20,10,29,35,0,0,15,10,
2022.IndInf,22,086_07.19,86,E,22.E,44761,-1,0,-1,20,15,29,30,0,,,,
2022.IndInf,22,086_07.27,86,E,22.E,44769,7,0,7,20,15,29,30,0,2.453866813,15,10,
2022.IndInf,22,086_08.03,86,E,22.E,44776,14,0,14,20,15,29,30,0,,,,
2022.IndInf,22,086_08.10,86,E,22.E,44783,21,0,21,20,15,29,30,0,,,,
2022.IndInf,22,086_08.17,86,E,22.E,44790,28,0,28,20,15,29,30,0,,,,
2022.IndInf,22,086_08.24,86,E,22.E,44797,35,0,35,20,15,29,30,0,0,15,10,
2022.IndInf,22,087_07.19,87,E,22.E,44761,-1,0,-1,20,20,29,29,0,,,,
2022.IndInf,22,087_07.27,87,E,22.E,44769,7,0,7,20,20,29,29,0,0,15,10,
2022.IndInf,22,087_08.03,87,E,22.E,44776,14,0,14,20,20,29,29,0,,,,
2022.IndInf,22,087_08.10,87,E,22.E,44783,21,0,21,20,20,29,29,0,,,,
2022.IndInf,22,087_08.17,87,E,22.E,44790,28,0,28,20,20,29,29,0,,,,
2022.IndInf,22,087_08.24,87,E,22.E,44797,35,0,35,20,20,29,29,0,,,,
2022.IndInf,22,088_07.19,88,E,22.E,44761,-1,0,-1,20,25,29,34,0,,,,
2022.IndInf,22,088_07.27,88,E,22.E,44769,7,0,7,20,25,29,34,0,0,15,10,
2022.IndInf,22,088_08.03,88,E,22.E,44776,14,0,14,20,25,29,34,0,,,,
2022.IndInf,22,088_08.10,88,E,22.E,44783,21,0,21,20,25,29,34,0,,,,
2022.IndInf,22,088_08.17,88,E,22.E,44790,28,0,28,20,25,29,34,0,,,,
2022.IndInf,22,088_08.24,88,E,22.E,44797,35,0,35,20,25,29,34,0,0,15,10,
2022.IndInf,22,089_07.19,89,E,22.E,44761,-1,0,-1,15,10,30,35,0,,,,
2022.IndInf,22,089_07.27,89,E,22.E,44769,7,0,7,15,10,30,35,4.100445366,5.854630974,15,10,
2022.IndInf,22,089_08.03,89,E,22.E,44776,14,0,14,15,10,30,35,0,,,,
2022.IndInf,22,089_08.10,89,E,22.E,44783,21,0,21,15,10,30,35,0,,,,
2022.IndInf,22,089_08.17,89,E,22.E,44790,28,0,28,15,10,30,35,0,,,,
2022.IndInf,22,089_08.24,89,E,22.E,44797,35,0,35,15,10,30,35,0,,,,
2022.IndInf,22,090_07.19,90,E,22.E,44761,-1,0,-1,15,15,30,30,0,,,,
2022.IndInf,22,090_07.27,90,E,22.E,44769,7,0,7,15,15,30,30,0,0.954337097,15,10,
2022.IndInf,22,090_08.03,90,E,22.E,44776,14,0,14,15,15,30,30,0,,,,
2022.IndInf,22,090_08.10,90,E,22.E,44783,21,0,21,15,15,30,30,0,,,,
2022.IndInf,22,090_08.17,90,E,22.E,44790,28,0,28,15,15,30,30,0,,,,
2022.IndInf,22,090_08.24,90,E,22.E,44797,35,0,35,15,15,30,30,0,,,,
2022.IndInf,22,091_07.19,91,E,22.E,44761,-1,0,-1,15,20,30,29,0,,,,
2022.IndInf,22,091_07.27,91,E,22.E,44769,7,0,7,15,20,30,29,0,2.933263197,15,10,
2022.IndInf,22,091_08.03,91,E,22.E,44776,14,0,14,15,20,30,29,0,,,,
2022.IndInf,22,091_08.10,91,E,22.E,44783,21,0,21,15,20,30,29,0.293858674,,,,
2022.IndInf,22,091_08.17,91,E,22.E,44790,28,0,28,15,20,30,29,0,,,,
2022.IndInf,22,091_08.24,91,E,22.E,44797,35,0,35,15,20,30,29,0,0,15,10,
2022.IndInf,22,092_07.19,92,E,22.E,44761,-1,0,-1,15,25,30,34,0,,,,
2022.IndInf,22,092_07.27,92,E,22.E,44769,7,0,7,15,25,30,34,0,0,15,10,
2022.IndInf,22,092_08.03,92,E,22.E,44776,14,0,14,15,25,30,34,0,,,,
2022.IndInf,22,092_08.10,92,E,22.E,44783,21,0,21,15,25,30,34,0,,,,
2022.IndInf,22,092_08.17,92,E,22.E,44790,28,0,28,15,25,30,34,0,,,,
2022.IndInf,22,092_08.24,92,E,22.E,44797,35,0,35,15,25,30,34,0,,,,
2022.IndInf,22,093_07.19,93,E,22.E,44761,-1,0,-1,15,10,32,35,0,,,,
2022.IndInf,22,093_07.27,93,E,22.E,44769,7,0,7,15,10,32,35,2.422297717,6.739486561,15,10,
2022.IndInf,22,093_08.03,93,E,22.E,44776,14,0,14,15,10,32,35,0,,,,
2022.IndInf,22,093_08.10,93,E,22.E,44783,21,0,21,15,10,32,35,0,,,,
2022.IndInf,22,093_08.17,93,E,22.E,44790,28,0,28,15,10,32,35,0,,,,
2022.IndInf,22,093_08.24,93,E,22.E,44797,35,0,35,15,10,32,35,0,0,15,10,
2022.IndInf,22,094_07.19,94,E,22.E,44761,-1,0,-1,15,15,32,32,2.141866569,,,,
2022.IndInf,22,094_07.27,94,E,22.E,44769,7,0,7,15,15,32,32,0,1.718013229,15,10,
2022.IndInf,22,094_08.03,94,E,22.E,44776,14,0,14,15,15,32,32,0,,,,
2022.IndInf,22,094_08.10,94,E,22.E,44783,21,0,21,15,15,32,32,0,,,,
2022.IndInf,22,094_08.17,94,E,22.E,44790,28,0,28,15,15,32,32,0,,,,
2022.IndInf,22,094_08.24,94,E,22.E,44797,35,0,35,15,15,32,32,0,0,15,10,
2022.IndInf,22,095_07.19,95,E,22.E,44761,-1,0,-1,15,20,32,29,0,,,,
2022.IndInf,22,095_07.19,95,E,22.E,44761,-1,0,-1,15,20,32,29,0,,,,
2022.IndInf,22,095_07.27,95,E,22.E,44769,7,0,7,15,20,32,29,0,0,15,10,
2022.IndInf,22,095_08.03,95,E,22.E,44776,14,0,14,15,20,32,29,0,,,,
2022.IndInf,22,095_08.10,95,E,22.E,44783,21,0,21,15,20,32,29,0,,,,
2022.IndInf,22,095_08.17,95,E,22.E,44790,28,0,28,15,20,32,29,0,,,,
2022.IndInf,22,095_08.24,95,E,22.E,44797,35,0,35,15,20,32,29,0,,,,
2022.IndInf,22,096_07.19,96,E,22.E,44761,-1,0,-1,15,25,32,34,0,,,,
2022.IndInf,22,096_07.27,96,E,22.E,44769,7,0,7,15,25,32,34,0,0,15,10,
2022.IndInf,22,096_08.03,96,E,22.E,44776,14,0,14,15,25,32,34,0,,,,
2022.IndInf,22,096_08.10,96,E,22.E,44783,21,0,21,15,25,32,34,0,,,,
2022.IndInf,22,096_08.17,96,E,22.E,44790,28,0,28,15,25,32,34,0,,,,
2022.IndInf,22,096_08.24,96,E,22.E,44797,35,0,35,15,25,32,34,0,,,,
2022.IndInf,22,101_07.19,101,F,22.F,44761,-1,0,-1,10,10,37,37,0,,,,
2022.IndInf,22,101_07.27,101,F,22.F,44769,7,0,7,10,10,37,37,0,5.203436831,15,10,
2022.IndInf,22,101_08.03,101,F,22.F,44776,14,0,14,10,10,37,37,0,,,,
2022.IndInf,22,101_08.10,101,F,22.F,44783,21,0,21,10,10,37,37,0,,,,
2022.IndInf,22,101_08.17,101,F,22.F,44790,28,0,28,10,10,37,37,0,,,,
2022.IndInf,22,101_08.24,101,F,22.F,44797,35,0,35,10,10,37,37,0,,,,
2022.IndInf,22,102_07.19,102,F,22.F,44761,-1,0,-1,10,15,37,41,0,,,,
2022.IndInf,22,102_07.27,102,F,22.F,44769,7,0,7,10,15,37,41,0,2.757177393,15,10,
2022.IndInf,22,102_08.03,102,F,22.F,44776,14,0,14,10,15,37,41,0,,,,
2022.IndInf,22,102_08.10,102,F,22.F,44783,21,0,21,10,15,37,41,0,,,,
2022.IndInf,22,102_08.17,102,F,22.F,44790,28,0,28,10,15,37,41,0,,,,
2022.IndInf,22,102_08.24,102,F,22.F,44797,35,0,35,10,15,37,41,0,0,15,10,
2022.IndInf,22,103_07.19,103,F,22.F,44761,-1,0,-1,10,20,37,39,0,,,,
2022.IndInf,22,103_07.27,103,F,22.F,44769,7,0,7,10,20,37,39,0,2.51528974,15,10,
2022.IndInf,22,103_08.03,103,F,22.F,44776,14,0,14,10,20,37,39,0,,,,
2022.IndInf,22,103_08.10,103,F,22.F,44783,21,0,21,10,20,37,39,0,,,,
2022.IndInf,22,103_08.17,103,F,22.F,44790,28,0,28,10,20,37,39,0,,,,
2022.IndInf,22,103_08.24,103,F,22.F,44797,35,0,35,10,20,37,39,0,,,,
2022.IndInf,22,104_07.19,104,F,22.F,44761,-1,0,-1,10,25,37,36,0,,,,
2022.IndInf,22,104_07.27,104,F,22.F,44769,7,0,7,10,25,37,36,0,0,15,10,
2022.IndInf,22,104_08.03,104,F,22.F,44776,14,0,14,10,25,37,36,0,,,,
2022.IndInf,22,104_08.10,104,F,22.F,44783,21,0,21,10,25,37,36,0,,,,
2022.IndInf,22,104_08.17,104,F,22.F,44790,28,0,28,10,25,37,36,0,,,,
2022.IndInf,22,104_08.24,104,F,22.F,44797,35,0,35,10,25,37,36,0,0,15,10,
2022.IndInf,22,105_07.19,105,F,22.F,44761,-1,0,-1,20,10,39,37,0,,,,
2022.IndInf,22,105_07.27,105,F,22.F,44769,7,0,7,20,10,39,37,6.060617767,6.41681788,15,10,
2022.IndInf,22,105_08.03,105,F,22.F,44776,14,0,14,20,10,39,37,6.991516006,,,,
2022.IndInf,22,105_08.10,105,F,22.F,44783,21,0,21,20,10,39,37,7.820119625,,,,
2022.IndInf,22,105_08.17,105,F,22.F,44790,28,0,28,20,10,39,37,0,,,,
2022.IndInf,22,105_08.24,105,F,22.F,44797,35,0,35,20,10,39,37,0,,,,
2022.IndInf,22,106_07.19,106,F,22.F,44761,-1,0,-1,20,15,39,38,0,,,,
2022.IndInf,22,106_07.27,106,F,22.F,44769,7,0,7,20,15,39,38,0,0,15,10,
2022.IndInf,22,106_08.03,106,F,22.F,44776,14,0,14,20,15,39,38,1.616918918,,,,
2022.IndInf,22,106_08.10,106,F,22.F,44783,21,0,21,20,15,39,38,0,,,,
2022.IndInf,22,106_08.17,106,F,22.F,44790,28,0,28,20,15,39,38,0,,,,
2022.IndInf,22,106_08.24,106,F,22.F,44797,35,0,35,20,15,39,38,0,,,,
2022.IndInf,22,107_07.19,107,F,22.F,44761,-1,0,-1,20,20,39,39,0,,,,
2022.IndInf,22,107_07.27,107,F,22.F,44769,7,0,7,20,20,39,39,0,0,15,10,
2022.IndInf,22,107_08.03,107,F,22.F,44776,14,0,14,20,20,39,39,0,,,,
2022.IndInf,22,107_08.10,107,F,22.F,44783,21,0,21,20,20,39,39,0,,,,
2022.IndInf,22,107_08.17,107,F,22.F,44790,28,0,28,20,20,39,39,0,,,,
2022.IndInf,22,107_08.24,107,F,22.F,44797,35,0,35,20,20,39,39,0,,,,
2022.IndInf,22,108_07.19,108,F,22.F,44761,-1,0,-1,20,25,39,36,0,,,,
2022.IndInf,22,108_07.27,108,F,22.F,44769,7,0,7,20,25,39,36,0,0,15,10,
2022.IndInf,22,108_08.03,108,F,22.F,44776,14,0,14,20,25,39,36,0,,,,
2022.IndInf,22,108_08.10,108,F,22.F,44783,21,0,21,20,25,39,36,0,,,,
2022.IndInf,22,108_08.17,108,F,22.F,44790,28,0,28,20,25,39,36,0,,,,
2022.IndInf,22,108_08.24,108,F,22.F,44797,35,0,35,20,25,39,36,0,0,15,10,
2022.IndInf,22,109_07.19,109,F,22.F,44761,-1,0,-1,15,10,38,37,0,,,,
2022.IndInf,22,109_07.19,109,F,22.F,44761,-1,0,-1,15,10,38,37,0,,,,
2022.IndInf,22,109_07.27,109,F,22.F,44769,7,0,7,15,10,38,37,2.16797496,6.810542488,15,10,
2022.IndInf,22,109_08.03,109,F,22.F,44776,14,0,14,15,10,38,37,0,,,,
2022.IndInf,22,109_08.10,109,F,22.F,44783,21,0,21,15,10,38,37,0,,,,
2022.IndInf,22,109_08.17,109,F,22.F,44790,28,0,28,15,10,38,37,0,,,,
2022.IndInf,22,109_08.24,109,F,22.F,44797,35,0,35,15,10,38,37,0,0,15,10,
2022.IndInf,22,110_07.19,110,F,22.F,44761,-1,0,-1,15,15,38,41,0,,,,
2022.IndInf,22,110_07.27,110,F,22.F,44769,7,0,7,15,15,38,41,0,1.694302597,16,10,
2022.IndInf,22,110_08.03,110,F,22.F,44776,14,0,14,15,15,38,41,0,,,,
2022.IndInf,22,110_08.10,110,F,22.F,44783,21,0,21,15,15,38,41,0,,,,
2022.IndInf,22,110_08.17,110,F,22.F,44790,28,0,28,15,15,38,41,0,,,,
2022.IndInf,22,110_08.24,110,F,22.F,44797,35,0,35,15,15,38,41,0,0,15,10,
2022.IndInf,22,111_07.19,111,F,22.F,44761,-1,0,-1,15,20,38,39,0,,,,
2022.IndInf,22,111_07.27,111,F,22.F,44769,7,0,7,15,20,38,39,0,4.949232156,15,10,
2022.IndInf,22,111_08.03,111,F,22.F,44776,14,0,14,15,20,38,39,0,,,,
2022.IndInf,22,111_08.10,111,F,22.F,44783,21,0,21,15,20,38,39,0,,,,
2022.IndInf,22,111_08.17,111,F,22.F,44790,28,0,28,15,20,38,39,0,,,,
2022.IndInf,22,111_08.24,111,F,22.F,44797,35,0,35,15,20,38,39,0,0,15,10,
2022.IndInf,22,112_07.19,112,F,22.F,44761,-1,0,-1,15,25,38,36,0,,,,
2022.IndInf,22,112_07.27,112,F,22.F,44769,7,0,7,15,25,38,36,0,0,15,10,
2022.IndInf,22,112_08.03,112,F,22.F,44776,14,0,14,15,25,38,36,0,,,,
2022.IndInf,22,112_08.10,112,F,22.F,44783,21,0,21,15,25,38,36,0,,,,
2022.IndInf,22,112_08.17,112,F,22.F,44790,28,0,28,15,25,38,36,0,,,,
2022.IndInf,22,112_08.24,112,F,22.F,44797,35,0,35,15,25,38,36,0,,,,
2022.IndInf,22,113_07.19,113,F,22.F,44761,-1,0,-1,15,10,41,37,0,,,,
2022.IndInf,22,113_07.27,113,F,22.F,44769,7,0,7,15,10,41,37,0,2.810317436,15,10,
2022.IndInf,22,113_08.03,113,F,22.F,44776,14,0,14,15,10,41,37,1.76607646,,,,
2022.IndInf,22,113_08.10,113,F,22.F,44783,21,0,21,15,10,41,37,0,,,,
2022.IndInf,22,113_08.17,113,F,22.F,44790,28,0,28,15,10,41,37,0,,,,
2022.IndInf,22,113_08.24,113,F,22.F,44797,35,0,35,15,10,41,37,0,0,15,10,
2022.IndInf,22,114_07.19,114,F,22.F,44761,-1,0,-1,15,15,41,38,0,,,,
2022.IndInf,22,114_07.27,114,F,22.F,44769,7,0,7,15,15,41,38,0,0,15,10,
2022.IndInf,22,114_08.03,114,F,22.F,44776,14,0,14,15,15,41,38,0,,,,
2022.IndInf,22,114_08.10,114,F,22.F,44783,21,0,21,15,15,41,38,0,,,,
2022.IndInf,22,114_08.17,114,F,22.F,44790,28,0,28,15,15,41,38,0,,,,
2022.IndInf,22,115_07.19,115,F,22.F,44761,-1,0,-1,15,20,41,39,0,,,,
2022.IndInf,22,115_07.27,115,F,22.F,44769,7,0,7,15,20,41,39,0,2.657224057,15,10,
2022.IndInf,22,115_08.03,115,F,22.F,44776,14,0,14,15,20,41,39,0,,,,
2022.IndInf,22,115_08.10,115,F,22.F,44783,21,0,21,15,20,41,39,0,,,,
2022.IndInf,22,115_08.17,115,F,22.F,44790,28,0,28,15,20,41,39,0,,,,
2022.IndInf,22,115_08.24,115,F,22.F,44797,35,0,35,15,20,41,39,0,0,15,10,
2022.IndInf,22,116_07.19,116,F,22.F,44761,-1,0,-1,15,25,41,36,0,,,,
2022.IndInf,22,116_07.27,116,F,22.F,44769,7,0,7,15,25,41,36,0,2.068652387,15,10,
2022.IndInf,22,116_08.03,116,F,22.F,44776,14,0,14,15,25,41,36,0,,,,
2022.IndInf,22,116_08.10,116,F,22.F,44783,21,0,21,15,25,41,36,0,,,,
2022.IndInf,22,116_08.17,116,F,22.F,44790,28,0,28,15,25,41,36,0,,,,
2022.IndInf,22,116_08.24,116,F,22.F,44797,35,0,35,15,25,41,36,0,,,,
